stdg_Cd,bjd_Nm,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
4711131023,경상북도 포항시남구 대송면 홍계리,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,1,0,7,3,1,1,0,0,0
4711131024,경상북도 포항시남구 대송면 산여리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,-,-
4711125623,경상북도 포항시남구 오천읍 항사리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,0,1,0,1,0,1,0,0
4711133035,경상북도 포항시남구 장기면 대진리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,0,0,0
4711133037,경상북도 포항시남구 장기면 학계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,8,10,1,0,0,0
4711133038,경상북도 포항시남구 장기면 학곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,7,7,2,0,0,0
4711133040,경상북도 포항시남구 장기면 창지리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,10,1,1,1,0,0,0
4687038025,전라남도 영광군 낙월면 월촌리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0
4687038026,전라남도 영광군 낙월면 신기리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0
4161010200,경기도 광주시 쌍령동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,16,1,0,0,1,0,0
4161010300,경기도 광주시 송정동,1,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,3,2,3,2,0,0,0
4161010400,경기도 광주시 회덕동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,7,0,1,1,2,0,1
4161010600,경기도 광주시 목현동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,15,2,2,2,1,0,1
4161010700,경기도 광주시 삼동,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,2,1,29,0,0,1,1,0,1
4161010900,경기도 광주시 직동,-,-,-,-,-,-,0,0,0,0,1,4,2,2,1,1,1,10,1,3,2,1,1,1
4161011000,경기도 광주시 태전동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,0,15,4,3,2,1,0,1
4161011100,경기도 광주시 장지동,1,1,1,0,0,46,0,0,0,0,0,2,1,1,1,1,1,28,11,19,10,8,2,2
4161011300,경기도 광주시 목동,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,0,10,1,2,7,3,2,5
4721035030,경상북도 영주시 안정면 옹암리,0,2,0,0,0,0,2,12,5,6,5,28,0,0,0,2,1,4,4,9,8,2,0,3
4723012100,경상북도 영천시 녹전동,-,-,-,-,-,-,1,2,2,2,3,42,0,0,0,0,0,4,0,1,0,0,0,0
4723012200,경상북도 영천시 도림동,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1,0,0,2,0,0,1
4721035034,경상북도 영주시 안정면 동촌리,0,1,0,1,0,2,0,1,2,1,1,4,0,7,3,2,2,6,16,35,16,10,2,0
4721034026,경상북도 영주시 장수면 소룡리,-,-,-,-,-,-,1,0,4,0,1,4,2,3,2,2,4,13,2,13,8,3,0,0
4721034027,경상북도 영주시 장수면 호문리,0,0,0,0,0,1,1,0,0,0,0,4,1,2,4,1,1,19,5,10,11,9,2,4
4721034028,경상북도 영주시 장수면 파지리,-,-,-,-,-,-,-,-,-,-,-,-,2,9,2,1,1,7,1,5,5,3,1,1
4721035021,경상북도 영주시 안정면 신전리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,1,3,3,9,6,7,1,3
4721035023,경상북도 영주시 안정면 봉암리,0,1,0,0,0,1,3,4,4,4,7,14,3,1,6,8,4,11,0,4,3,1,0,1
4721035024,경상북도 영주시 안정면 용산리,2,2,0,0,0,1,4,2,3,1,3,22,27,4,8,11,4,9,9,16,12,8,3,17
4721035026,경상북도 영주시 안정면 묵리,-,-,-,-,-,-,0,0,0,1,0,1,2,2,2,5,0,38,0,4,5,4,0,0
4721035027,경상북도 영주시 안정면 내줄리,1,0,0,0,0,1,0,0,1,1,2,10,1,1,2,2,1,7,29,63,294,24,12,15
4678033027,전라남도 보성군 겸백면 남양리,-,-,-,-,-,-,64,0,1,0,0,2,1,7,10,8,9,70,22,49,30,26,13,8
4678033028,전라남도 보성군 겸백면 사곡리,-,-,-,-,-,-,40,1,0,5,0,5,0,0,0,0,0,2,8,21,18,6,9,8
4775025021,경상북도 청송군 청송읍 월막리,-,-,-,-,-,-,0,2,0,0,0,7,0,0,1,1,1,10,1,1,2,1,1,2
4113100000,경기도 성남시수정구,1,1,1,1,1,78,0,0,0,0,0,6,3,4,3,2,2,71,8,7,7,4,2,3
4113110100,경기도 성남시수정구 신흥동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4113110300,경기도 성남시수정구 수진동,0,0,0,0,0,15,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-
4113110700,경기도 성남시수정구 복정동,0,0,0,0,0,4,-,-,-,-,-,-,1,1,0,0,0,4,1,2,2,0,0,0
4113110900,경기도 성남시수정구 신촌동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,1,0,0,0,0,0
4711132023,경상북도 포항시남구 동해면 금광리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,3,4,1,0,0,0,0
4711132025,경상북도 포항시남구 동해면 석리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0
4711132026,경상북도 포항시남구 동해면 임곡리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4711132030,경상북도 포항시남구 동해면 중흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-
4711132031,경상북도 포항시남구 동해면 발산리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0
4711125624,경상북도 포항시남구 오천읍 진전리,0,0,0,0,0,2,-,-,-,-,-,-,0,4,4,4,0,5,0,0,1,1,1,0
4711125625,경상북도 포항시남구 오천읍 갈평리,0,0,0,0,0,3,0,4,0,0,4,7,0,12,8,9,14,10,0,5,2,4,1,0
4711125627,경상북도 포항시남구 오천읍 용산리,0,0,0,2,0,10,-,-,-,-,-,-,0,3,3,4,0,4,0,1,0,1,0,0
4711125628,경상북도 포항시남구 오천읍 광명리,0,0,0,0,0,1,-,-,-,-,-,-,0,5,5,4,0,1,6,11,1,0,0,0
4711125630,경상북도 포항시남구 오천읍 용덕리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4687037030,전라남도 영광군 법성면 용덕리,-,-,-,-,-,-,3,4,1,1,3,4,1,1,3,22,10,117,16,12,3,1,0,1
4687037031,전라남도 영광군 법성면 삼당리,-,-,-,-,-,-,0,0,0,0,0,4,5,6,8,3,5,64,15,20,28,13,6,5
4687038000,전라남도 영광군 낙월면,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,0
4377032029,충청북도 음성군 원남면 주봉리,-,-,-,-,-,-,0,0,0,0,0,1,41,4,3,2,5,5,0,1,2,3,1,1
4377032030,충청북도 음성군 원남면 문암리,0,0,0,0,0,6,-,-,-,-,-,-,5,5,12,9,7,56,2,4,7,1,2,2
4377032031,충청북도 음성군 원남면 조촌리,1,1,0,1,1,23,0,0,0,0,0,3,1,1,2,3,7,50,0,2,3,1,3,1
4377032033,충청북도 음성군 원남면 덕정리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,5,3,5,54,1,2,1,0,0,0
4377033021,충청북도 음성군 맹동면 쌍정리,2,2,1,0,1,6,0,0,0,0,0,6,1,1,2,3,2,34,14,14,9,2,0,0
4377033022,충청북도 음성군 맹동면 인곡리,1,1,0,1,1,9,0,1,0,0,0,1,4,2,1,0,2,28,3,5,2,1,2,0
4377033024,충청북도 음성군 맹동면 봉현리,3,0,5,0,5,13,-,-,-,-,-,-,1,3,3,3,3,25,8,11,6,3,1,6
4377033026,충청북도 음성군 맹동면 신돈리,0,0,0,0,0,2,-,-,-,-,-,-,2,2,0,1,1,10,6,3,1,0,0,0
4161033023,경기도 광주시 도척면 방도리,1,1,0,0,0,0,1,0,0,0,0,1,3,2,1,0,0,11,84,101,49,21,8,7
4420041023,충청남도 아산시 신창면 창암리,-,-,-,-,-,-,0,0,0,0,0,1,2,0,1,2,2,26,31,16,4,2,1,0
4420041024,충청남도 아산시 신창면 황산리,-,-,-,-,-,-,0,0,0,2,0,6,1,1,0,0,0,10,22,30,13,5,0,0
4420041025,충청남도 아산시 신창면 행목리,0,0,0,0,0,2,0,0,0,0,3,2,1,2,3,5,3,37,32,17,1,0,0,0
4420041027,충청남도 아산시 신창면 신달리,-,-,-,-,-,-,-,-,-,-,-,-,9,2,0,0,0,10,56,40,7,4,0,0
4420041028,충청남도 아산시 신창면 남성리,0,0,0,0,0,1,4,2,2,1,1,24,4,5,4,2,2,41,53,41,4,1,0,0
4420041030,충청남도 아산시 신창면 가덕리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,16,88,55,25,0,0,0
4420041031,충청남도 아산시 신창면 신곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,5,64,46,4,7,0,0
4421000000,충청남도 서산시,1,0,3,2,3,236,23,8,6,8,6,130,393,376,424,388,313,7097,13460,8339,2678,595,164,282
4421010100,충청남도 서산시 읍내동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,0,0,0
4421010200,충청남도 서산시 동문동,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,3,0,17,1,5,4,1,1,0
4131010700,경기도 구리시 토평동,0,0,0,0,0,18,-,-,-,-,-,-,2,11,4,5,3,67,-,-,-,-,-,-
4159025331,경기도 화성시 봉담읍 마하리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,1,2,1,0,0,0,0
4691034030,전라남도 신안군 비금면 죽림리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,14,7,8,17,5,12,15,9,3,3
2644011100,부산광역시 강서구 녹산동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,29,1,3,1,1,0,0
2644011300,부산광역시 강서구 구랑동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,9,1,4,2,0,0,0
2644011400,부산광역시 강서구 지사동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0
2644011600,부산광역시 강서구 범방동,2,1,0,1,2,6,-,-,-,-,-,-,-,-,-,-,-,-,6,9,3,2,0,0
2644011700,부산광역시 강서구 신호동,-,-,-,-,-,-,0,2,0,0,0,0,3,0,0,0,0,0,-,-,-,-,-,-
4159036029,경기도 화성시 팔탄면 지월리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,2,4,6,4,2,0,0
4159035025,경기도 화성시 서신면 송교리,0,0,0,0,1,1,0,0,0,1,1,5,1,1,2,2,1,9,7,7,6,1,0,0
4159034024,경기도 화성시 송산면 용포리,-,-,-,-,-,-,10,5,14,9,7,56,1,1,1,1,1,14,15,10,2,0,0,0
4159034025,경기도 화성시 송산면 고정리,-,-,-,-,-,-,8,12,7,15,10,113,2,2,2,1,2,13,2,3,1,0,0,0
4159034027,경기도 화성시 송산면 천등리,-,-,-,-,-,-,3,3,3,3,5,38,2,1,2,1,2,8,3,2,1,0,0,0
4159034028,경기도 화성시 송산면 신천리,-,-,-,-,-,-,1,2,3,1,2,17,0,1,1,1,1,2,14,3,1,0,0,0
4159034030,경기도 화성시 송산면 마산리,-,-,-,-,-,-,16,16,17,13,10,93,3,0,0,0,0,11,5,1,0,0,0,0
4159034031,경기도 화성시 송산면 고포리,-,-,-,-,-,-,28,28,30,10,13,95,1,1,1,1,1,7,13,1,0,0,0,0
4159034033,경기도 화성시 송산면 중송리,-,-,-,-,-,-,12,11,12,8,7,48,9,2,0,1,0,6,3,5,1,0,0,1
4159034034,경기도 화성시 송산면 육일리,-,-,-,-,-,-,1,2,1,3,1,30,1,1,1,1,1,11,0,3,1,0,0,0
4159035000,경기도 화성시 서신면,0,0,0,0,1,3,20,18,18,19,16,248,64,17,12,11,10,141,100,43,13,1,0,1
4159035021,경기도 화성시 서신면 전곡리,0,0,0,0,0,1,1,1,1,0,1,11,3,1,1,1,1,12,9,2,0,0,0,0
4882025021,경상남도 고성군 고성읍 성내리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4882025022,경상남도 고성군 고성읍 서외리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,0,1
4882025024,경상남도 고성군 고성읍 동외리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,2,5,4,2,0,1
4882025025,경상남도 고성군 고성읍 송학리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,5,13,13,6,4,3
4615038028,전라남도 순천시 낙안면 옥산리,0,0,1,0,0,5,0,0,1,1,1,12,0,0,0,2,4,19,18,12,10,4,3,5
4673034022,전라남도 구례군 마산면 광평리,1,0,0,1,1,16,1,1,7,3,1,32,4,3,19,13,5,30,7,28,25,21,8,15
4681031021,전라남도 강진군 군동면 파산리,-,-,-,-,-,-,0,0,0,0,0,3,1,2,2,2,1,42,8,35,41,46,26,62
4681031023,전라남도 강진군 군동면 라천리,0,0,0,0,0,1,-,-,-,-,-,-,4,1,1,1,2,37,26,56,46,27,16,24
4681031025,전라남도 강진군 군동면 화산리,-,-,-,-,-,-,0,0,0,0,1,2,0,1,0,4,1,67,15,19,17,8,4,3
4681031026,전라남도 강진군 군동면 용소리,-,-,-,-,-,-,0,0,0,1,0,0,0,1,0,1,1,39,9,6,2,0,0,1
4681031028,전라남도 강진군 군동면 장산리,-,-,-,-,-,-,1,1,0,0,1,8,0,0,0,1,1,33,51,53,11,8,4,4
4681031029,전라남도 강진군 군동면 덕천리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,22,2,8,32,2,5,1
4681031031,전라남도 강진군 군동면 쌍덕리,-,-,-,-,-,-,1,0,0,0,0,1,1,3,4,3,3,22,4,17,12,2,10,4
4681031032,전라남도 강진군 군동면 금사리,-,-,-,-,-,-,0,0,0,0,0,3,1,1,2,4,3,30,-,-,-,-,-,-
4681032000,전라남도 강진군 칠량면,0,1,0,0,1,59,1,0,0,1,1,4,7,5,6,5,12,319,179,242,158,131,92,132
4681032022,전라남도 강진군 칠량면 동백리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,2,27,7,20,17,10,6,3
4725000000,경상북도 상주시,32,30,22,26,26,518,942,563,461,432,413,4070,1334,525,372,386,486,2778,3958,2406,1249,490,142,469
4725010200,경상북도 상주시 성동동,0,0,0,0,0,10,-,-,-,-,-,-,0,0,0,0,0,3,5,8,3,14,17,29
4725010400,경상북도 상주시 복룡동,0,0,0,0,0,11,1,0,0,0,0,1,1,0,0,0,0,14,3,4,3,1,1,1
4725010500,경상북도 상주시 냉림동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4725010700,경상북도 상주시 남성동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4723039038,경상북도 영천시 북안면 관리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,1,0,0,0,1,0,0,0
4725025030,경상북도 상주시 함창읍 척동리,0,0,0,0,0,2,2,5,1,0,0,13,5,2,1,0,0,8,2,5,6,2,0,1
4725025031,경상북도 상주시 함창읍 태봉리,0,0,0,0,0,8,0,0,0,0,0,8,2,2,1,2,8,11,34,44,25,12,3,13
4723039041,경상북도 영천시 북안면 반정리,-,-,-,-,-,-,1,0,2,1,0,12,0,0,0,0,0,1,2,3,1,1,0,2
4723039024,경상북도 영천시 북안면 도유리,-,-,-,-,-,-,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2
4824012000,경상남도 사천시 늑도동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,3,6,-,-,-,-,-,-
4824012100,경상남도 사천시 신수동,-,-,-,-,-,-,-,-,-,-,-,-,4,3,2,6,6,47,-,-,-,-,-,-
4824012200,경상남도 사천시 백천동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4824012500,경상남도 사천시 대포동,-,-,-,-,-,-,0,0,0,0,0,1,0,1,0,0,1,11,0,3,3,2,0,1
4824012600,경상남도 사천시 송포동,-,-,-,-,-,-,1,1,6,3,2,32,0,1,2,3,3,44,0,1,1,2,1,8
4827038024,경상남도 밀양시 무안면 화봉리,-,-,-,-,-,-,2,0,0,0,0,12,1,3,0,0,0,13,1,9,3,1,3,1
4827038026,경상남도 밀양시 무안면 양효리,0,1,0,0,1,14,-,-,-,-,-,-,0,0,1,2,0,5,6,10,10,9,1,1
4723036029,경상북도 영천시 자양면 용화리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,7,-,-,-,-,-,-
4723037021,경상북도 영천시 임고면 양항리,-,-,-,-,-,-,0,1,0,0,0,15,0,0,0,0,0,35,0,0,0,0,0,2
4723037023,경상북도 영천시 임고면 덕연리,-,-,-,-,-,-,0,0,0,1,2,78,0,1,1,0,1,86,0,0,1,0,0,2
4723037024,경상북도 영천시 임고면 삼매리,-,-,-,-,-,-,2,2,1,1,0,44,9,1,0,0,0,70,0,0,0,0,0,3
4723037026,경상북도 영천시 임고면 황강리,-,-,-,-,-,-,2,1,0,1,0,9,0,1,1,2,0,7,1,2,0,1,0,0
4723037027,경상북도 영천시 임고면 효리,1,0,0,0,0,1,1,0,1,2,1,15,11,2,0,2,2,57,0,10,3,3,0,0
4723037029,경상북도 영천시 임고면 사리,-,-,-,-,-,-,0,1,0,0,1,8,0,1,2,1,1,20,0,1,0,0,0,0
4723037030,경상북도 영천시 임고면 수성리,-,-,-,-,-,-,0,0,0,0,0,2,1,3,0,2,2,40,3,1,2,2,16,89
4723036023,경상북도 영천시 자양면 충효리,0,0,0,0,0,1,0,0,0,1,1,17,0,1,1,0,0,7,-,-,-,-,-,-
4723039021,경상북도 영천시 북안면 상리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,3
4723039022,경상북도 영천시 북안면 당리,-,-,-,-,-,-,0,0,0,1,1,11,-,-,-,-,-,-,0,2,1,0,0,0
4723036026,경상북도 영천시 자양면 신방리,-,-,-,-,-,-,0,1,0,0,0,6,0,0,0,0,0,18,-,-,-,-,-,-
4825010700,경상남도 김해시 삼계동,-,-,-,-,-,-,0,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-,-
4824036021,경상남도 사천시 곤명면 추천리,0,0,0,1,0,7,0,0,0,0,0,1,5,1,0,0,1,13,1,6,9,9,5,16
4824034026,경상남도 사천시 축동면 가산리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,3,8,4,9,5,1,0,1
4824034027,경상남도 사천시 축동면 구호리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,3,1,4,1,0,0,0
4824035000,경상남도 사천시 곤양면,3,0,0,0,0,12,46,12,34,5,10,32,19,15,16,11,15,288,134,136,96,93,67,146
4824035022,경상남도 사천시 곤양면 남문외리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0
4824035023,경상남도 사천시 곤양면 서정리,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,1,0,33,1,4,9,17,13,25
4824035025,경상남도 사천시 곤양면 대진리,-,-,-,-,-,-,0,0,0,0,4,0,2,0,0,1,0,29,9,19,16,28,27,47
4824036031,경상남도 사천시 곤명면 송림리,0,0,0,0,0,4,-,-,-,-,-,-,0,0,0,1,1,11,90,52,12,2,2,2
4824035028,경상남도 사천시 곤양면 흥사리,-,-,-,-,-,-,1,0,1,0,0,2,1,0,0,0,0,22,10,13,5,2,0,2
4776032034,경상북도 영양군 청기면 정족리,-,-,-,-,-,-,0,3,0,1,2,27,9,13,16,21,14,153,4,15,12,9,2,5
4723033034,경상북도 영천시 화산면 부계리,-,-,-,-,-,-,0,0,0,0,0,5,0,0,0,1,1,6,0,0,0,3,0,1
4723012500,경상북도 영천시 쌍계동,-,-,-,-,-,-,0,0,0,0,2,18,-,-,-,-,-,-,-,-,-,-,-,-
4723012600,경상북도 영천시 도남동,0,0,0,0,0,1,2,1,0,1,1,10,0,1,0,1,1,9,0,2,1,1,0,1
4723012700,경상북도 영천시 매산동,-,-,-,-,-,-,0,1,3,1,5,46,0,0,0,0,1,7,0,0,1,0,0,1
4723012800,경상북도 영천시 언하동,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,4,1,0,1,9
4723013000,경상북도 영천시 서산동,-,-,-,-,-,-,1,1,1,0,1,32,-,-,-,-,-,-,0,1,0,1,1,6
4723025000,경상북도 영천시 금호읍,1,2,2,5,3,63,7,22,17,38,22,561,49,39,67,34,23,479,0,7,1,0,0,3
4723025022,경상북도 영천시 금호읍 덕성리,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,1,42,-,-,-,-,-,-
4723025024,경상북도 영천시 금호읍 대미리,0,0,0,0,0,1,0,1,2,2,3,33,2,1,4,2,3,19,-,-,-,-,-,-
4723025025,경상북도 영천시 금호읍 석섬리,-,-,-,-,-,-,0,1,0,1,1,21,0,0,0,1,0,12,-,-,-,-,-,-
4723025027,경상북도 영천시 금호읍 냉천리,0,0,0,0,0,1,0,0,1,0,0,23,0,1,0,0,0,45,0,0,0,0,0,1
4825032025,경상남도 김해시 주촌면 내삼리,1,0,0,0,0,3,0,4,4,0,0,8,6,1,5,3,11,37,1,2,2,1,0,3
4825034024,경상남도 김해시 한림면 신천리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,1,11,4,15,10,2,2,4
4825032027,경상남도 김해시 주촌면 망덕리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,1,0,2,16,4,8,2,1,1,1
4825032028,경상남도 김해시 주촌면 농소리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,9,2,11,2,1,0,0
4825033021,경상남도 김해시 진례면 청천리,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,4,5,20,21,27,11,4,1,1
4825033023,경상남도 김해시 진례면 송정리,-,-,-,-,-,-,0,7,0,1,5,23,4,6,4,4,7,11,17,35,33,38,33,41
4825025025,경상남도 김해시 진영읍 좌곤리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,1,2,13,20,110,140,19,4,7
4825025026,경상남도 김해시 진영읍 진영리,0,0,0,0,0,2,0,2,0,3,0,7,0,0,1,1,1,44,4,53,127,120,7,11
4825025027,경상남도 김해시 진영읍 여래리,-,-,-,-,-,-,14,16,0,0,0,38,0,0,0,1,2,17,1,6,15,6,1,0
4825025029,경상남도 김해시 진영읍 신용리,0,0,0,0,0,2,0,0,3,1,0,17,0,0,0,1,1,22,3,12,33,8,1,1
4825025031,경상남도 김해시 진영읍 내룡리,0,0,0,1,0,4,5,0,0,1,1,7,1,1,0,0,0,7,2,11,16,11,0,4
4825025032,경상남도 김해시 진영읍 죽곡리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,7,5,8,0,0
4723000000,경상북도 영천시,4,5,6,9,8,135,148,119,160,174,173,3222,171,134,167,136,123,2800,104,166,129,90,50,297
4721035029,경상북도 영주시 안정면 안심리,0,0,0,0,0,1,1,4,3,1,2,24,1,13,2,2,2,9,9,8,17,32,8,3
4723012000,경상북도 영천시 대전동,-,-,-,-,-,-,1,1,1,1,0,24,0,0,0,0,0,1,0,0,0,0,0,1
4721037027,경상북도 영주시 순흥면 배점리,0,1,1,0,0,0,5,5,9,3,3,57,2,3,4,2,3,34,0,2,5,1,0,0
4721037028,경상북도 영주시 순흥면 덕현리,-,-,-,-,-,-,2,6,6,5,6,66,1,2,3,3,6,21,1,5,4,1,0,0
4723012400,경상북도 영천시 오수동,-,-,-,-,-,-,0,0,1,0,0,6,0,0,0,0,0,1,-,-,-,-,-,-
4723011000,경상북도 영천시 화룡동,-,-,-,-,-,-,0,2,4,3,2,49,0,1,0,0,0,6,0,1,0,0,1,4
4723011100,경상북도 영천시 도동,0,0,0,0,0,1,0,0,0,1,0,11,0,0,1,0,0,4,0,0,1,2,0,4
4723011300,경상북도 영천시 완산동,-,-,-,-,-,-,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,2,1,4
4723011400,경상북도 영천시 범어동,-,-,-,-,-,-,0,0,1,1,2,3,-,-,-,-,-,-,1,0,2,1,0,1
4723011600,경상북도 영천시 봉동,0,0,0,0,0,1,0,0,0,0,0,10,-,-,-,-,-,-,0,4,5,5,1,2
4889041028,경상남도 합천군 대양면 양산리,0,0,0,0,0,7,-,-,-,-,-,-,1,3,0,1,0,4,0,2,2,1,1,3
4784032056,경상북도 성주군 용암면 대봉리,1,2,1,3,2,19,0,0,0,0,0,1,2,2,4,2,2,8,1,0,2,1,3,2
4784032057,경상북도 성주군 용암면 상신리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,0,1,6,7,0,0
4784033000,경상북도 성주군 수륜면,19,29,28,27,21,288,30,30,10,10,11,175,29,9,10,11,8,103,255,423,259,143,60,130
4678033025,전라남도 보성군 겸백면 도안리,-,-,-,-,-,-,-,-,-,-,-,-,1,5,2,5,8,34,6,13,7,3,1,1
4725013500,경상북도 상주시 남장동,-,-,-,-,-,-,5,10,5,10,1,32,5,0,1,0,0,5,3,4,3,0,0,0
4725013600,경상북도 상주시 남적동,-,-,-,-,-,-,0,0,1,0,1,25,0,0,0,0,0,2,38,23,11,6,1,4
4725025000,경상북도 상주시 함창읍,0,1,1,1,2,45,14,10,5,6,3,49,139,42,24,25,80,167,179,292,253,67,21,78
4725025022,경상북도 상주시 함창읍 오동리,-,-,-,-,-,-,0,1,1,0,0,0,4,7,3,5,13,13,37,62,33,6,2,9
4725025024,경상북도 상주시 함창읍 증촌리,-,-,-,-,-,-,1,0,0,2,0,1,2,0,2,1,9,5,13,25,23,5,0,2
4822031028,경상남도 통영시 용남면 어의리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4719034026,경상북도 구미시 해평면 금산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,2,6,12,5,2,2,3
4719032029,경상북도 구미시 옥성면 대원리,0,1,0,0,0,0,2,1,0,1,1,11,0,0,0,1,1,7,0,13,10,3,1,0
4719033000,경상북도 구미시 도개면,3,1,1,2,3,39,1,1,1,1,1,14,18,18,20,14,14,84,36,106,62,23,8,26
4719033021,경상북도 구미시 도개면 가산리,1,0,1,1,1,17,-,-,-,-,-,-,2,6,2,1,1,16,11,21,11,4,1,3
4719033023,경상북도 구미시 도개면 월림리,0,0,0,0,1,5,0,0,0,0,1,0,2,3,3,1,1,11,6,30,6,4,0,2
